94,Q ,0
94,S ,92
95,S ,94
95,W ,91
95,Q ,0
96,Q ,0
96,W ,66
97,N ,98
97,W ,72
97,U ,98
97,SE ,66
97,Q ,0
98,S ,97
98,W ,99
98,Q ,0
99,E ,100
99,NW ,98
99,Q ,0
100,NE ,101
100,W ,99
100,Q ,0
101,Q ,0
101,S ,100
102,Q ,0
102,D ,103
103,U ,102
103,D ,104
103,S ,64
103,Q ,0
104,U ,103
104,Q ,0
104,D ,105
105,Q ,0
105,U ,104
106,U ,64
106,Q ,0
106,W ,65
106,E ,108
107,S ,131
107,Q ,0
107,N ,139
107,D ,61
107,E ,137
107,SE ,134
107,NE ,133
107,W ,138
107,NW ,136
107,SW ,132
107,U ,135
108,Q ,0
108,E ,106
109,N ,113
109,S ,69
109,Q ,0
110,Q ,0
110,W ,71
111,N ,70
111,Q ,0
111,D ,45
112,S ,140
112,Q ,0
112,N ,132
112,D ,138
112,E ,133
112,SE ,135
112,NE ,136
112,U ,139
112,W ,137
112,SW ,131
112,NW ,134
113,Q ,0
113,S ,109
114,Q ,0
114,SE ,84
115,Q ,0
115,SW ,116
116,Q ,0
116,NE ,115
117,Q ,0
117,SW ,118
118,U ,117
118,Q ,0
118,D ,72
119,Q ,0
119,N ,69
120,N ,69
120,E ,74
120,Q ,0
121,Q ,0
121,E ,74
122,Q ,0
122,NE ,123
123,E ,124
123,W ,122
123,Q ,0
124,D ,128
124,NE ,125
124,W ,123
124,SE ,128
124,Q ,0
125,E ,127
125,S ,124
125,Q ,0
125,N ,126
126,Q ,0
126,S ,125
127,Q ,0
127,W ,125
128,D ,129
128,N ,124
128,U ,124
128,S ,129
128,Q ,0
129,U ,128
129,Q ,0
129,W ,128
129,E ,130
130,Q ,0
130,W ,129
131,S ,139
131,Q ,0
131,N ,138
131,E ,112
131,D ,137
131,SE ,132
131,NE ,135
131,U ,136
131,W ,107
131,SW ,134
131,NW ,133
132,S ,134
132,Q ,0
132,N ,133
132,SE ,112
132,E ,138
132,D ,139
132,NE ,137
132,SW ,136
132,W ,135
132,U ,131
132,NW ,107
133,S ,112
133,Q ,0
133,N ,137
133,SE ,139
133,E ,136
133,D ,131
133,NE ,134
133,NW ,138
133,W ,132
133,SW ,135
133,U ,107
134,S ,137
134,Q ,0
134,N ,131
134,D ,136
134,E ,135
134,SE ,133
134,NE ,107
134,SW ,112
134,W ,139
134,U ,138
134,NW ,132
135,S ,133
135,Q ,0
135,N ,107
135,E ,134
135,D ,132
135,SE ,131
135,NE ,138
135,U ,112
135,W ,136
135,SW ,137
135,NW ,139
136,S ,135
136,Q ,0
136,N ,112
136,SE ,138
136,E ,107
136,D ,134
136,NE ,139
136,NW ,137
136,W ,131
136,SW ,133
136,U ,132
137,S ,132
137,Q ,0
137,N ,136
137,E ,139
137,D ,133
137,SE ,107
137,NE ,131
137,W ,112
137,SW ,138
137,NW ,135
137,U ,134
138,S ,136
138,Q ,0
138,N ,135
138,SE ,137
138,E ,131
138,D ,107
138,NE ,132
138,NW ,112
138,W ,134
138,SW ,139
138,U ,133
139,S ,138
139,Q ,0
139,N ,134
139,SE ,136
139,E ,132
139,D ,135
139,NE ,112
139,U ,137
139,W ,133
139,SW ,107
139,NW ,131
140,Q ,0
140,N ,112
